p1	p2	diff	e_pvalue	meas	adj_e_pvalue
GFPT1_MOUSE	GNA1_MOUSE	0.17100213075	0.788	6	0.952527559055
RS5_MOUSE	RS8_MOUSE	0.164257432077	0.803	6	0.952527559055
HS90B_MOUSE	NUDC_MOUSE	0.163352674671	0.792	6	0.952527559055
CALM_MOUSE	SODC_MOUSE	0.163272506969	0.8	6	0.952527559055
MPPB_MOUSE	DHSD_MOUSE	0.160302287278	0.822	5	0.952527559055
PSD13_MOUSE	PSDE_MOUSE	0.159748136076	0.803	6	0.952527559055
CP254_MOUSE	GSTM4_MOUSE	0.159470140782	0.799	6	0.952527559055
PRS8_MOUSE	PSD13_MOUSE	0.153708318621	0.821	6	0.952527559055
GLNA_MOUSE	GFPT1_MOUSE	0.151796905464	0.808	6	0.952527559055
DBNL_MOUSE	TPM4_MOUSE	0.142105152599	0.831	5	0.952527559055
TIM8B_MOUSE	RT33_MOUSE	0.141780286766	0.846	6	0.952527559055
RS26_MOUSE	EF2_MOUSE	0.140304365967	0.837	6	0.952527559055
RS15_MOUSE	EF2_MOUSE	0.139096279467	0.834	6	0.952527559055
EGFR_MOUSE	HS90B_MOUSE	0.137193121932	0.839	6	0.952527559055
RS5_MOUSE	RL18_MOUSE	0.137150440572	0.842	6	0.952527559055
CASP3_MOUSE	MK03_MOUSE	0.137123096282	0.819	6	0.952527559055
GLPK_MOUSE	GPAT1_MOUSE	0.135599147505	0.836	6	0.952527559055
MGLL_MOUSE	ACSL3_MOUSE	0.134269501531	0.841	6	0.952527559055
RS26_MOUSE	SPCS1_MOUSE	0.133337153031	0.853	5	0.952527559055
SSRA_MOUSE	RS26_MOUSE	0.133180396011	0.841	6	0.952527559055
RS26_MOUSE	RS8_MOUSE	0.130137274342	0.824	6	0.952527559055
EIF3G_MOUSE	EIF3E_MOUSE	0.129337176518	0.827	6	0.952527559055
DECR_MOUSE	ICAM1_MOUSE	0.12890844456	0.822	6	0.952527559055
KAPCB_MOUSE	1433Z_MOUSE	0.128831141169	0.843	5	0.952527559055
MDHC_MOUSE	DIC_MOUSE	0.12805549201	0.841	6	0.952527559055
RS2_MOUSE	RL18_MOUSE	0.126836132682	0.856	6	0.952527559055
DHSD_MOUSE	NDUB5_MOUSE	0.125923674495	0.843	6	0.952527559055
FAAA_MOUSE	DHSD_MOUSE	0.125376860454	0.843	6	0.952527559055
ACSL1_MOUSE	FADS2_MOUSE	0.122930902082	0.875	6	0.952527559055
RS5_MOUSE	RS2_MOUSE	0.121522710801	0.844	6	0.952527559055
SC24A_MOUSE	PREB_MOUSE	0.120904856441	0.862	6	0.952527559055
GSTM1_MOUSE	ADH1_MOUSE	0.120508011696	0.852	6	0.952527559055
ITA1_MOUSE	CALM_MOUSE	0.118145144403	0.845	5	0.952527559055
PRS8_MOUSE	UCHL5_MOUSE	0.116651369609	0.871	5	0.952527559055
RHOB_MOUSE	EGFR_MOUSE	0.116303146874	0.875	5	0.952527559055
ITA1_MOUSE	ACTN1_MOUSE	0.112312180034	0.872	5	0.952527559055
CADH2_MOUSE	PLAK_MOUSE	0.110983160763	0.878	6	0.952527559055
RS5_MOUSE	RBM8A_MOUSE	0.110496841011	0.881	5	0.952527559055
RL31_MOUSE	RS26_MOUSE	0.109678593116	0.856	6	0.952527559055
RL31_MOUSE	RL18_MOUSE	0.109422598699	0.873	6	0.952527559055
GRHPR_MOUSE	AOFB_MOUSE	0.109011977047	0.863	6	0.952527559055
COX2_MOUSE	CX6A1_MOUSE	0.108468616435	0.897	6	0.95301285347
HMCS2_MOUSE	SCOT1_MOUSE	0.106984712086	0.862	6	0.952527559055
EGFR_MOUSE	GSTP1_MOUSE	0.10677061671	0.86	6	0.952527559055
SSRG_MOUSE	RS8_MOUSE	0.105872168522	0.872	6	0.952527559055
E41L2_MOUSE	ZO2_MOUSE	0.101735571979	0.866	6	0.952527559055
RS5_MOUSE	EF2_MOUSE	0.101628317407	0.889	6	0.95301285347
IF1A_MOUSE	EIF3E_MOUSE	0.10014770542	0.882	6	0.952527559055
GSTM1_MOUSE	CP2E1_MOUSE	0.0984313286343	0.881	6	0.952527559055
RS2_MOUSE	RS8_MOUSE	0.0964205204608	0.902	6	0.95301285347
HEMO_MOUSE	ALBU_MOUSE	0.0960091062854	0.883	5	0.952527559055
QCR10_MOUSE	NDUS5_MOUSE	0.0915045963639	0.899	5	0.95301285347
HCDH_MOUSE	ALDH2_MOUSE	0.0887865098596	0.893	6	0.95301285347
ERAP1_MOUSE	B2MG_MOUSE	0.08571962545	0.898	6	0.95301285347
AK1D1_MOUSE	3BHS5_MOUSE	0.0823537763352	0.887	6	0.95301285347
CP4AA_MOUSE	AL3A2_MOUSE	0.0794354722739	0.915	6	0.964269230769
ALDOB_MOUSE	F16P1_MOUSE	0.076940934005	0.9	6	0.95301285347
OTC_MOUSE	OAT_MOUSE	0.0631664643568	0.922	6	0.96916112532
SAR1A_MOUSE	PREB_MOUSE	0.054942743741	0.932	6	0.977173469388
ARC1B_MOUSE	ARPC5_MOUSE	0.0481519789398	0.94	5	0.981601522843
CH60_MOUSE	CASP3_MOUSE	0.0473749159285	0.941	6	0.981601522843
EIF3I_MOUSE	EIF3G_MOUSE	0.0435524151176	0.955	6	0.9833175
QCR10_MOUSE	ETFB_MOUSE	0.0428333257147	0.948	5	0.9833175
RAB1B_MOUSE	GOGA2_MOUSE	0.041359086102	0.955	5	0.9833175
HCDH_MOUSE	AL3A2_MOUSE	0.0391697179659	0.95	6	0.9833175
ST1A1_MOUSE	BPNT1_MOUSE	0.0381511339792	0.946	6	0.9833175
RS5_MOUSE	RS30_MOUSE	0.0281465011844	0.957	6	0.9833175
PYC_MOUSE	MAOX_MOUSE	0.0230179112384	0.97	6	0.99171641791
RAC1_MOUSE	PDIA1_MOUSE	0.0216814763918	0.962	6	0.985990024938
RS15_MOUSE	EIF3E_MOUSE	0.0187882681702	0.977	6	0.993928217822
CP4AA_MOUSE	ALDH2_MOUSE	0.0184534159523	0.977	6	0.993928217822
MK03_MOUSE	AT1A1_MOUSE	0.0140040121716	0.99	6	0.99584596577
RL31_MOUSE	SSRA_MOUSE	0.0129459026633	0.985	6	0.994680589681
RS15_MOUSE	RS26_MOUSE	0.0126365631098	0.984	6	0.994680589681
UAP1_MOUSE	AGM1_MOUSE	0.0117574797649	0.985	5	0.994680589681
HS90B_MOUSE	EF2_MOUSE	0.010310532886	0.991	6	0.99584596577
RS26_MOUSE	RS30_MOUSE	0.00227017858309	0.996	6	0.998429268293
C1QBP_MOUSE	CSK21_MOUSE	0.000355032697764	0.999	6	0.999
